No.,논문명,저자명,발행기관명,간행물명,권,호,발행년도,ISSN,국문초록,영문초록,키워드,페이지,URL
1,다문화정책 추진에 있어 정부와 민간비영리기관 간의 협력관계에 대한 인식유형 연구,김경화 ( Kyong Hwa Kim ),한국사회보장학회,사회보장연구,30,4,2014,1225-5866,"본 연구는 다문화정책을 추진하는데 있어 정부와 민간비영리기관 간의 관계에 대한 인식유형을 파악하고, 각 유형별 특성을 분석하는데 그 목적을 둔다. 본 연구는 인간의 주관성을 연구하는 Q방법론을 활용하였다. 46명의 지방자치단체 공무원, 민간비영리기관 종사자 및 다문화관련 연구소 연구원을 연구대상으로 선정하여 Q 분류를 진행하였으며, QUANL 프로그램으로 자료를 분석하였다. 그 결과 5개의 유형으로 분석되었고, 45.24%의 설명력을 보였다. 5개의 유형은 재정부담 방식, 서비스 제공, 비영리민간기관의 역할, 민간위탁운영, 민관협력에 대한 관점에서 상이한 인식을 보였다. 민관협력 유형은 “자율적 위탁기관 운영형(제 1 유형)”, “대등한 파트너형(제 2 유형)”, “재정의존적 정부보완형(제 3유형)”, “재정독립적 정부보완형(제 4 유형)”, “정부 대행자형(제 5 유형)”으로 유형화되었다. 이상의 결과를 바탕으로 협력적 민관관계 구축과 관련한 함의와 후속연구를 제안하였다.","The purpose of this study is to realize subjective perceptions of government-nonprofit sector relations to promote multiculturalism policy. This study aims to analyze the typical characteristics of the perceptions through Q methodology. The P sample consists of 46 respondents deeply involved in government-nonprofit sector, as local government officials, non-profit researchers and professionals concerning multicultural affairs. The obtained data was analyzed by using QUANL program. The analysis identified five types of the subjective perceptions and explained 45.24% of the variance in responses. Each of the types showed a distinct view on financial resources, provision of social service, role of non-profit organizations, commissioned management and public-private partnership. Five Perception types: “commissioned management with some latitude(type 1)”, “equal partnership(type 2)”, “complementary role with government resources(type 3)”, “complementary role independent from government resources(type 4)”, “implementation of government policy(type 5)”. These results will lead to future study directions and implications for establishing public-private collaboration.","다문화정책, 정부-민간비영리기관 협력관계, Q방법론, QUANL프로그램, Multiculturalpolicy, Government-nonprofit sector relations, Q methodology, QUANL program",1 ~ 29,http://kiss.kstudy.com/search/detail_page.asp?key=3280853
2,독일 국민연금제도의 개혁과 시사점: 연금산식을 중심으로,김상호 ( Sang Ho Kim ),한국사회보장학회,사회보장연구,30,4,2014,1225-5866,"세계 최초로 도입된 독일 국민연금은 대표적인 비스마르크형 공적연금제도로 근로자들이 은퇴의 꿈을 이루고 노후빈곤을 완화하는데 기여했으며 많은 국가에서 공적연금제도를 도입할 때 벤치마킹 대상이었다. 그러나 부과방식으로 운영되는 독일 국민연금제도는 경제성장의 둔화와 고령화로 재정위기에 처하게 되었고, 1980년대 후반부터 지속적인 개혁 대상이 되었다. 개혁은 공적연금인 국민연금을 통하여 노후생활을 유지할 수 있도록 하는 기본 틀을 유지하면서 급여를 소폭 삭감하고 재원을 확충하는 온건 개혁으로 출발하였다. 그러나 이것으로 단기재정 위기를 극복할 수 없게 되자 혁신적 개혁으로 전환하여 보험료율 안정화를 핵심목표로 설정하여 급여수준을 조정하고, 인구구조와 노동시장 상황을 반영하여 급여를 조정하는 지속가능성 요소를 도입하였다. 1957년 이후 독일 국민연금제도의 개혁 내용을 연금산식 위주로 분석하여 우리나라 국민연금제도의 재정안정화에 주는 시사점을 도출하는 것이 본 논문의 주된 목적이다.","The world’s first introduced German public pension system contributed to achieving worker’s dream of retirement and was the benchmark for countries which have begun to initiate public pension scheme. However, the German pay-as-you go system faced a financial crisis due to slow economic growth and aging society. Eventually, it is on the agenda of reform since the late 1980s. While maintaining its previous framework, which secured economic life of elderlies by the public pension system, the reform was conducted in the form of reducing pension in a small amount and expanding its financial sources. However, after realizing that it is inevitable to suffer from short-term financial crisis with the existing framework, priority was given to the stabilization of contribution rate which led to the reduction of pension level. Afterwards, sustainability factor was introduced in order to modify the pension amount based on population structure and labor market situation. The purpose of this paper is to find out implications for the financial sustainability of National Pension Scheme by analyzing German pension reform since 1957, focusing on the pension formula.","국민연금제도, 독일 연금 개혁, 연금산식, 재정안정, 지속가능성, National Pension Scheme, German pension reform, pension formula, financial stability, sustainability",30 ~ 54,http://kiss.kstudy.com/search/detail_page.asp?key=3280854
3,한국의 사회서비스와 「사회복지사업법」: 규제 관계의 분석,김영종 ( Young Jong Kim ),한국사회보장학회,사회보장연구,30,4,2014,1225-5866,"본 연구는 우리나라 사회서비스의 제도적 형성과 발달을 「사회복지사업법」이라는 규제 체계와의 관계로써 설명해보려는 것이다. 궁극적으로는 이들 간 관계가 동반(coupling) 혹은 이완(decoupling)일지를 신제도주의적 관점과 경로의존 이론에 의거해서 분석해보고, 이를 근거로 정책적 함의를 제시한다. 연구의 주된 내용은 사회서비스 공급을 산업체계의 분석 개념으로 구성하고, 제도적 규제로서의 「사회복지사업법」에 대한 연혁적 자료(1970년 제정에서 2014년 개정까지)를 수집해서 분석하는 것을 포함한다. 연구 결과, 한국 사회서비스의 독특한 전화(轉化) 경로는 이 제도를 관장하는 기본 규제법인 「사회복지사업법」과의 연관성(“지체된 적응”)을 통해 설명될 수 있음을 밝힌다. 또한 2000년대 이후 새롭게 등장한 보편적 사회서비스와 바우처 공급 방식의 결합 유형(3세대 사회서비스)으로 인해, 기존 사회복지서비스(1, 2세대 사회서비스) 위주의 규제 체계로 발전해왔던 「사회복지사업법」경로로는 「사회보장기본법」이 천명하는 포괄적 개념의 사회서비스를 더이상 수용하기 어렵다는 분석 결과도 제시한다. 본 연구의 함의는 「사회복지사업법」의 발전적 해체와 함께 사회서비스에 대한 기본 선언 형태의 “사회서비스 기본법(가칭)” 제정과 개별 사회서비스 분야법들의 자유도 확대의 방식으로 규제 체계를 변화시킬 것을 제안한다.","This study aims to explain the relationship between Social Welfare Services Act(SWSA) as a set of institutional regulations and the formation and development of social service in Korea. That is, wether the relationship might represent the state of “coupling” or “decoupling” is to be analyzed based on the theoretical perspectives of new institutionalism as well as path dependency. This provides proper policy implications to this subject. The study is composed of what follows: constructing analytic concepts for social service as an industrial system, data gathering on the periodical revisions of SWSA, and analyzing those data as institutional regulation governing social service sector in Korea. The result shows the path of social service development has been closely related to the regulation system imposed by SWSA, and also shows the “deterred adaptation” to the changed mode of providing newly introduced social services. This study also finds that the advent of the third generation social service (so called “voucher social service”) has forced the existing path of SWSA regulation system for the all social services to be no longer proper. As a result, it suggests the proper action for the SWSA regulation system might be to decompose and reconstruct it as a “basic act on social service” and many specialized acts for regulating various social services.","사회서비스, 사회복지서비스, 사회복지사업법, 규제, 산업체계, social service, social welfare service, Social Welfare Services Act, regulation, industry",57 ~ 83,http://kiss.kstudy.com/search/detail_page.asp?key=3280855
4,국민연금 기여금 납부대상 소득의 탈루율 추정,"신규수 ( Kyu Soo Shin ) , 홍백의 ( Baeg Eui Hong )",한국사회보장학회,사회보장연구,30,4,2014,1225-5866,"국민연금의 불법적인 기여금의 탈루가 지속적으로 묵인된다면 공적연금의 노후소득보장 실현이라는 주기능의 상실은 물론, 제도존립 자체까지 위험해질 수 있다. 따라서 본 연구는 국민연금 기여금납부 대상 소득의 탈루 수준을 재정패널의 미시소득자료를 활용해 진단함으로써 이에 대한 정책 설계의 기반을 마련하고자 한다. 분석에 앞서, 기여금탈루와 기여금에 대한 소득탈루의 정의를 내리고 지하경제의 틀로 그 성격을 이해한다. 사업소득자의 경우는 응답소득 기준과 소득지출분석법에 의해 근로자 대비 사업소득자의 상대적 응답 축소보고율을 반영한 소득 기준의 두 가지 경우로 나누어 분석하였고, 근로자의 경우는 월비과세소득 금액에 대한 가정별 탈루율을 추정하였다. 분석결과, 기여금대상 소득 대비 탙루된 소득인 탈루율은 근로자의 경우 비과세 월 20만원이 적용된다고 가정할 경우 총액기준 19.32%, 응답축소보고를 반영한 사업소득자의 경우 총액기준 61.03%로 크게 차이가 난다. 이는 사업소득자의 경우, 가입자의 소득탈루율 뿐 아니라 미가입과 같이 소득여부 자체를 은폐하는 경우도 상대적으로 높기 때문이다. 본 연구는 저소득 일용직 근로자의 가입도모와 사업소득자의 소득파악률 제고를 통한 가입 및 납부율의 개선이 절실함을 확인해 주고 있다.","The purpose of this study is to analyze the level of contribution evasion by under-reporting income to the National Pension Service using National Panel of Tax and Benefit data. In this process of estimation, we applied the framework of shadow economy to understand the characteristics of contribution evasion. The size of shadow economy from the contribution evasion varies to monthly tax-free amount in the payroll tax and changes whether the business earner’s under-reporting ratio to the survey is reflected or not. If the average tax-free amount is two hundred thousand won, the under-reporting ratio of the worker will be 19.32% based on total. But that of the business earner is very large compared to the worker` s. Even if we don` t apply the under-reporting to the survey, the size of business earner` s contribution evasion as a shadow economy reaches up to 56.41% and rises up to 61.03% of their income when it is applied. Therefore we can reaffirm the severity of business earner` s contribution evasion. Nevertheless this study has a meaning that it` s the first estimation of National Pension` s contribution evasion which is analyzed empirically from the perspective of shadow economy.","국민연금 기여금 탈루, 소득파악률, 지하경제, National Pension, contribution evasion, shadow economy",85 ~ 118,http://kiss.kstudy.com/search/detail_page.asp?key=3280856
5,노동시장 구조를 고려한 산재보험 적용확대의 방향: 대리운전종사자 실태조사 결과를 바탕으로,오종은 ( Jong Eun Oh ),한국사회보장학회,사회보장연구,30,4,2014,1225-5866,"산업재해보상보험(이하 ‘산재보험’이라 한다)법이 근로기준 특별법으로 도입된 것이 1964년으로 올해는 50주년이 되는 역사적인 해이다. 그동안 산재보험은 근로자를 재해위험으로부터 보호하는 사회 안전망으로써 노동자 보호를 위한 주요 역할을 해왔다. 1964년 첫 도입 시 상시근로자 500인 이상의 사업장에 적용이 시작되었고, 67년에는 100인이상, 87년에는 5인 이상까지 확대되었으며 이후로도 지속적인 적용 확대를 통하여 2000년 7월 1일 부터는 1인 이상의 근로자를 사용하는 모든 사업 또는 사업장에까지 적용이 되었다. 이에 따라 1964년 적용당시 64개 사업장 81,798명의 적용근로자에서 2013년 기준 1,977,057개 사업장, 15,449,228명의 적용근로자로 증가하였다. 이와 함께, 산재보험 사각 지대로 볼 수 있는 특수형태근로종사자(이하 ‘특고자’라 한다)에 대한 적용 확대가 2008년부터 시행되어, 2012년에는 퀵서비스종사자와 택배업무 종사자까지 적용이 확대되었다. 이러한 노력은 앞으로도 지속될 것이다. 그러나 지금까지의 적용 확대 대상 직종과 향후 논의가 진행되고 있는 대리운전, 가사사용인 등과 같은 직종을 비교하면 적용 확대 시더 많은 고민들이 필요하다. 왜냐하면 최근 논의 되고 있는 직종들의 경우 산재보험법의 모법인 근로기준법에 따라 기본적으로 충족해야 하는 근로종속성부분을 입증하기 더욱 어려운 상황이다. 노동시장의 유연성으로 인하여 앞으로는 근로종속성을 파악하기 어려운 종사자들이 계속적으로 증가할 것이다. 따라서 이 논문에서는 향후 산재보험 적용 확대가 논의 되고 있는 직종 중에서도 대리운전 종사자들의 실태조사결과를 바탕으로 하여 대리운전종사자와 기존 적용 대상자들과의 차이점을 검토하고 향후 적용 확대의 방향을 정리하도록 하겠다. 이러한 검토는 산재보험 적용 확대가 지속되고 있으나 근로종속성 부분의 입증이 어려워 특고자로 산재 적용이 되기 어려운 직종 종사자들에 대한 향후 적용 고민을 해결하는데 기여할 것으로 기대한다.","Since the Industrial Accident Compensation Insurance Act, “Industrial Accident Insurance”, was introduced as the Labor Standards Act in 1964, it has become 50th anniversaries, which is a historical moment. So far Industrial Accident Insurance has played a leading role in protection of laborers as social security system for workers from the danger of an industrial accident. When it was introduced in 1964 for the first time, the company where more than 500 workers were working adopted it, and more than 100 workers, even five workers were entitled to insurance coverage in 1967 and 1987. With the continuous expansion of application of Industrial Accident Insurance, it has been applied in the place where one or more workers work since July 1st 2000. In accordance with it, applied workers” number increased from for 81,798 workers in 64 companies in 1964 to for 15,449,228 workers in 1,977,057 companies in 2013. An expansion of application for “Special type of labor workers”, that can be said to be the blind spot of Industrial Accident Insurance has been conducted from 2001, even for motorcycle dispatch riders or postmen in 2012. The efforts are to be continued. However, compared to the applicable jobs from now and jobs considered for the future such as the designated driver, housekeeper, and so on, much more efforts are needed for the expansion of coverage. Because, jobs that have been recently discussed are placed in a hard situation to demonstrate the subordinate relations to the employers, that basically need to meet according to the Industrial Accident Insurance Act, a mother law of the Labor Standards Act. Due to flexibility of labor market, the number of workers who unable to figure out the subordinate relations to the employers will continually increase. Therefore, I arrange the ways of future expansion of application that is about Industrial Accident Insurance and look through the differences between existing applied objects and the designated drivers in this research paper with the results of the survey about the designated drivers in jobs considered for the enlargement of Industrial Accident Insurance” application. The reviews are expected to contribute to solving the future applied matters for the workers who have quite low chance to be entitled to insurance coverage for industrial accident since it is hard to support the subordinate relations to the employers though the Industrial Accident Insurance continues to expand.","대리운전종사자, 산업재해보상보험, 적용 확대, 노동 시장 구조 문제, designated driver, Workers’ Compensation Insurance, expansion of WCI coverage, a labor market structure",119 ~ 146,http://kiss.kstudy.com/search/detail_page.asp?key=3280857
6,고령장애인의 직업 유지 영향 요인 연구,"이성규 ( Seong Gyu Lee ) , 김용탁 ( Yong Tak Kim )",한국사회보장학회,사회보장연구,30,4,2014,1225-5866,"본 연구는 고령장애인의 직업 유지에 미치는 요인을 분석하고 고용안정을 위한 정책 방안을 제시하는데 목적이 있다. 이를 위해 본 연구에서는 제6차 장애인고용패널조사 자료를 활용하여 임금 근로자중 50세 이상을 분석대상으로 선정하였다. 이들을 다시 남성과 여성, 경증과 중증으로 구분하였다. 분석은 인적 요인, 장애 및 건강 요인, 경제적 요인 그리고 사업체 요인으로 구분하여 이루어졌다. 분석 결과, 고령장애인은 비고령장애인에 비해 학력, 자격증 여부, 근무시간제, 일자리 안전 부문이 유의미하였으며, 남성과 여성을 비교할 경우, 남성 고령장애인은 임금, 고용형태가 중요한 반면 여성 고령장애인은 경제적 지위, 노후준비와 같은 경제적 요인이 중요하게 나타났다. 남성 고령장애인이 인적 요인이나 장애 및 건강 요인, 사업체 요인에서 유의미한 변수가 있었지만, 여성 고령장애인은 경제적 요인에서만인 유의미하였다. 장애 정도에 따라 분석한 결과는 다음과 같다. 먼저, 경증 고령장애인의 경우 성별, 학력, 임금, 고용형태, 일자리차별여부, 근무시간제가 주요 변수인 반면, 중증 고령장애인은 노후준비와 임금, 근무시간과 노동조합이 유의하게 나타났다. 이를 정리하면, 여성, 중증 고령장애인은 남성, 경증에 비해 경제적 필요성에 의하여 낮은 수준의 일자리에서 직업을 유지하고 있다는 것이다. 이러한 분석을 바탕으로 본 연구에서는 여성과 중증 고령장애인에 대한 경제적인 지원 체계 구축, 일자리에서 건강을 유지하고 작업환경을 개선하는 방안, 장애인 노동권 보장에 대한 제도화, 학력과 병행하여 직업능력을 향상시킬 수 있는 특성화된 훈련 프로그램의 도입, 마지막으로 고령장애인의 개별화된 특성에 맞춘 사례 관리적 접근이 필요하 다는 점을 제언하였다.","This study aims to examine the predictors influencing the elderly people with disability’s job-maintaining and to find out the improvement measures by using the data set of the sixth-year Panel Survey of Employment for the Disabled. The targets of analysis are wage earners who are over 50 years of age and they are classified by the gender and the degree of disability. The predicting variables are HRD factor, disability and health factor, financial factor, and employer factor. The results are like the following. First, in comparison with non-elderly people with disability, academic background, certificate of skills, working time, safety factors are proved to be the significant predictors which influence the elderly people with disability’s job-maintaining. Second, wage and the type of employment are proved to be significant factors for the male elderly people with disability’s job-maintaining. Third, according to the degree of disability, gender, academic background, wage, type of employment, discrimination in working, and working time are the significant predictors for the elderly people with light disability, but preparation for the retirement, wage, working time and labor union are the significant for the elderly people with severe disability. Finally, this study suggests the measures to establish financial support system for the elderly people with severe disability, to keep health and improve working environment, to guarantee the rights to work, to introduce specialized vocational training program and the proper case management of elderly people with disability.","고령장애인, 직업유지, 장애인고용패널조사, 경제적 지원, elderly people with disability, job-maintaining, Panel Survey of Employment for the Disabled, financial support system",147 ~ 169,http://kiss.kstudy.com/search/detail_page.asp?key=3280858
7,민영건강보험 가입자의 보험금 수령 결정요인에 대한 연구,"이현복 ( Hyun Boc Lee ) , 황연희 ( Youn Hee Hwang )",한국사회보장학회,사회보장연구,30,4,2014,1225-5866,"본 연구는 민영건강보험 가입자의 보험금 수령에 미치는 요인들을 살펴보고 이에 대한 시사점을 도출하고자 한다. 이를 위하여 2008년부터 2011년까지 4개년의 한국의료패널데이터를 이용하였으며, 횡단면 회귀분석과 함께 패널 회귀분석을 진행하였다. 연구결과 연령, 성별, 질환 보유, 입원경험 등 민영건강보험 상품개발에 있어 위험률 및 보험료의 산정에 이용되는 요인들이 보험금 수령에도 영향을 주고 있었다. 그러나 개인의 건강관련 요인 중 흡연 및 음주여부 등은 보험금 수령에 영향을 주고 있지 않았다. 그리고 민영건강보험 상품의 다건 가입, 높은 납입보험료, 실손보험과 정액형 보험의 동시 가입 등이 보험금 청구건수 및 보험금 수령액에 영향을 주는 요인임을 밝혔다. 따라서 민영건강보험 상품의 개발 및 보험료 산정에 있어 기본적으로 고려되어야 할 연령, 성별, 가입자의 건강상태, 직업, 질환의 발생 빈도와 심도(지출비용) 등과 함께 가입자의 민영건강보험 가입건수, 납부하고 있는 보험료 수준, 실손보험과 정액형 보험의 중복가입 등이 고려 되어야 할 것이다. 본 연구를 통해 민영건강보험에 있어 가입자의 다건의 상품가입, 보험료납부능력 및 소득능력을 초과하는 보험료 납부, 실손보험과 정액형 보험의 중복가입은 과다보험금 수령의 가능성이 있다는 것을 확인한 만큼 이에 대한 관리방안 마련이 필요하다고 할 수 있다.","This study was conducted both by cross-section and panel analysis to identify the factors determining private health insurance(PHI) claims paid using the data of the 2008~2011 Korea Health Panel(KHP). As a result, the factors of calculating the ratio of risk or PHI premiums such as age, sex, disease, inpatient utilization also affected the PHI claims paid. However smoking and drinking were not affects to the PHI claim paid. The people purchasing multiple PHIs, paying high levels of PHI premium, or having both fee-for service PHI and fixed-amount PHI have a high probability of over using medical facilities which is shown by the higher number of insurance claims and high levels of PHI claim payments. This research implication is needed for future management plans concerning consumers with multiple private health insurances, consumers with PHI premiums which entail over than able to pay premium, level income, double purchasing fee-for-service health insurance and fixed-amount PHI.","민영건강보험, 보험금 수령 결정요인, 패널 회귀분석, private health insurance, PHI, the factors determining PHI claims paid, panel analysis",171 ~ 193,http://kiss.kstudy.com/search/detail_page.asp?key=3280859
8,"유방암 수검률 향상을 위한 네비게이션 프로그램 실천경험에 관한 질적 연구 -네비게이터, 슈퍼바이저, 보건소 실무자의 경험을 중심으로-","임정원 ( Jung Won Lim ) , 한인영 ( In Young Han ) , 이영선 ( Young Sun Rhee ) , 강방글 ( Bang Geul Kang )",한국사회보장학회,사회보장연구,30,4,2014,1225-5866,"본 연구는 네비게이터, 슈퍼바이저, 기관 실무자를 대상으로 보건소 중심의 유방암 검진 네비게이션 프로그램 활동 경험을 맥락, 과정, 결과의 패러다임에서 탐색하는 것을 목적으로 하였다. 이를 위해 총 5명의 연구 참여자를 대상으로 심층면접, 초점 집단, 참여관찰, 자료 수집 등 다양한 방법을 활용하였다. 연구 결과, 네비게이터, 슈퍼바이저, 기관실무자 각 대상자별로 6개, 2개, 4개의 큰 주제를 도출하였다. 주제를 통해 나타난 실천 의미는 네비게이터의 경우, “막연한 관심에 세심한 관심이 필요한 그들을 만나 네비게이터 활동의 장인 보건소에서 고군부투하며 네비게이터 역할의 가치를 알게 되었다”는 점이다. 슈퍼바이저의 경우, “역량 강화를 통한 네비게이터의 역할 정립의 필요성”을 느꼈고, 보건소 실무자는 “검진 홍보사업의 벅참을 느끼고 네비게이션 프로그램이란 모험을 시작하면서 만감이 교차함을 느꼈으나 이 프로그램이 정착되기를 바라는 마음”이 나타났다. 본 연구는 처음으로 유방암 검진 네비게이션 프로그램에서의 활동 경험을 탐색한 연구로 향후 우리나라 네비게이션 프로그램 정착 시 실질적인 기초자료로 유용하게 사용될 것으로 보인다.","The purpose of this study is to explore navigation experiences of navigators, a supervisor, and an agency staff who have been involved in navigation program to increase breast cancer screening in community health care center based on the paradigm of context, progress, and result. A total of 5 individuals participated in different types of activities including in-depth interviews, focus group, participation observation, and data collection. Findings demonstrated that 6, 2, and 4 themes have been derived from navigator, supervisor, and agency staff, respectively. Practical findings derived from themes indicate that navigators came to acknowledge the importance of navigator roles, acting in community health center with individuals who are required to get screened after participating as a navigator without conscious thought. A supervisor felt that the role of navigator needs to be established through the enhancement of capacities. A staff agency wished to establish navigation program in the future, although he mentioned ambivalent thoughts about the navigation program, beginning a new journey. This study is the first investigation to explore navigation experiences to increase breast cancer screening. The current study will be utilized as basic data for establishing Korean navigation program.","네비게이션 프로그램, 네비게이터, 암 검진 수검률, 유방암 검진, 질적사례연구, navigation program, navigator, cancer screening rate, breast cancer screening, qualitative case study",195 ~ 236,http://kiss.kstudy.com/search/detail_page.asp?key=3280860
9,배고픔은 신뢰 형성에 어떠한 영향을 미치는가? 일반적 사회신뢰와 식품 미보장의 관계에 관한 연구,김욱진 ( Wook Jin Kim ),한국사회보장학회,사회보장연구,30,3,2014,1225-5866,본 연구의 목적은 식품미보장이 일반적 사회신뢰에 미치는 효과를 살피는 데 있다. 자료는 한국복지패널 6차 및 7차 조사자료를 병합해 구성하였다. 분석방법으로는 식품미보장이 개인수준이 아닌 가구수준에서 측정된 점을 감안해 다수준 구조의 자료의 분석에 흔히 쓰이는 일반화선형혼합모형을 활용하였다. 분석결과 식품미보장은 일반적 사회신뢰 수준에 통계적으로 유의미하게 부정적인 영향을 미침을 확인할 수 있었다(p,"The purpose of this study is to examine the effects of food insecurity on generalized social trust. Data were obtained from Wave 6 and 7 of the Korea Welfare Panel Data. Given that the dependent variable, food insecurity, was measured not at the individual but at the household level, the study adopted generalized linear mixed models commonly used for analyses of data in multilevel structure. Results showed that food insecurity is a statistically significant negative predictor of generalized social trust(p","일반적 사회신뢰, 식품미보장, 시민참여, 시민규범, 인지된 불평등, generalized social trust, food insecurity, civic participation, civic norms, perceived inequality",1 ~ 29,http://kiss.kstudy.com/search/detail_page.asp?key=3260320
10,여성 가구주 가구의 사회적 배제 위험 양상,김은하 ( Eun Ha Kim ),한국사회보장학회,사회보장연구,30,3,2014,1225-5866,"본 연구의 목적은 사회적 배제 관점에서 여성 가구주 가구의 결핍 상황을 분석하는 것이다. 이를 위해 여성 가구주 가구와 남성 가구주 가구 간에 사회적 배제 영역에서 유의미한 차이가 있는지 검토하였고, 가구주의 성이 사회적 배제의 각 영역에 유의미한 영향을 미치는지 실증적으로 분석하였다. 사회적 배제 차원은 선행연구를 바탕으로 저소득, 일자리, 건강, 주거, 사회적 관계로 나누었으며, 분석자료는 한국복지패널 1-8차 자료를 활용하였다. 분석방법은 생명표 분석과 이산시간 분석을 활용하여 사회적 배제의 동태적 성격을 반영하였다. 분석결과, 소득수준, 일자리 유무, 일자리의 질, 주관적 건강, 건강검진, 주거소유, 사회적 관계에 대한 주관적 만족도에서 성별로 유의미한 차이가 나타났다. 또한, 여성 가구주 가구일수록 소득, 주관적 건강, 주거소유, 사회적 관계에 대한 주관적 만족도에서 결핍상황을 경험할 가능성이 유의미하게 높았다. 연구결과를 바탕으로 여성 가구주 가구에 대한 정책노력이 경제적 개입을 넘어 다차원적으로 접근해야 할 필요성을 제언하였다.","The purpose of this study is in the perspective of social exclusion to analysis the deficiencies of female-headed households. The study used the Korea Welfare Panel Staudy and the dimensions of social exclusion in this research are income, job, health, housing, and social relationship which were derived from literature review. To reflect the dynamic characteristics, life time table analysis and discrete-time analysis are utilized. After analysing life table analysis, The result shows that there are significant differences in income level, job participation, quality of job, subjective health condition, experience of medical examinations, house ownership, social relationship between female and male headed households. And it is identified that the sex of headed households had significant effects on income, job participation,, subjective health, housing owership. These findings suggest that social welfare policy for female-headed households is required to not only economic support but also multi-dimensional approach.","여성 가구주 가구, 사회적 배제, 이산시간 분석, female-headed households, social exclusion, discrete-time analysis",31 ~ 58,http://kiss.kstudy.com/search/detail_page.asp?key=3260321
